scientific_name,city,state,count,mean
Ailanthus altissima,Albuquerque,New Mexico,33,102.60081454545455
Fraxinus pennsylvanica,San Jose,California,93,102.1293741935484
Carya glabra,Baltimore,Maryland,296,102.10506108108108
Morus rubra,Pittsburgh,Pennsylvania,28,101.94038571428572
Castanea mollissima,Baltimore,Maryland,98,101.90690775510204
Celtis australis,San Jose,California,987,101.88553884498481
Taxodium distichum,Oklahoma City,Oklahoma,1131,101.6364200530504
Tilia cordata,Pittsburgh,Pennsylvania,4810,101.55052409147609
Juniperus ashei,Austin,Texas,39,101.20129538461538
Podocarpus macrophyllus,Kaneohe,Hawaii,18,101.15923333333333
Bucida buceras,Honolulu,Hawaii,15,101.04987200000001
Ailanthus altissima,San Jose,California,1314,101.03189479452055
Quercus stellata,Austin,Texas,42,101.00300285714286
Ulmus parvifolia,Oklahoma City,Oklahoma,1365,100.89844861538461
Syzygium cumini,Tampa,Florida,6,100.88583
Elaeagnus angustifolia,Sioux Falls,South Dakota,12,100.88583
Podocarpus macrophyllus,Garden Grove,California,60,100.88583
Livistona rotundifolia,Tampa,Florida,6,100.88583
Juglans hindsii,San Jose,California,1920,100.62951437500001
Pinus resinosa,Baltimore,Maryland,22,100.51300727272728
Ulmus rubra,Pittsburgh,Pennsylvania,22,100.51300727272728
Morus alba,Oklahoma City,Oklahoma,318,100.31323056603773
Ulmus americana,Albuquerque,New Mexico,105,100.11248914285714
Afrocarpus usambarensis,Kaneohe,Hawaii,6,100.06562000000001
Quercus michauxii,Tampa,Florida,3,100.06562000000001
Carya illinoinensis,Baltimore,Maryland,24,100.06562000000001
Magnolia grandiflora,Austin,Texas,18,100.06562000000001
Bauhinia variegata,Kailua,Hawaii,6,100.06562000000001
Quercus ilex,San Jose,California,15180,99.97484577075099
Magnolia grandiflora,Garden Grove,California,2088,99.7686474137931
Tilia cordata,Baltimore,Maryland,11864,99.7077805731625
Fraxinus pennsylvanica,Oklahoma City,Oklahoma,291,99.6766544329897
Fraxinus berlandieriana,San Jose,California,171,99.57637192982456
Acer platanoides,Baltimore,Maryland,7434,99.56912484261501
Oxydendrum arboreum,Baltimore,Maryland,6,99.51881333333334
Alnus rhombifolia,San Jose,California,435,99.33025931034483
Schinus terebinthifolius,San Jose,California,1182,99.20793847715737
Catalpa bignonioides,Baltimore,Maryland,98,99.09475918367346
Alnus cordata,San Jose,California,411,99.02389343065694
Syzygium cumini,Kailua,Hawaii,18,98.97200666666667
Quercus palustris,Pittsburgh,Pennsylvania,3332,98.90176859543818
Ligustrum lucidum,Garden Grove,California,549,98.69412131147541
Ulmus pumila,Oklahoma City,Oklahoma,981,98.6158298470948
Quercus coccinea,Baltimore,Maryland,2236,98.49856404293381
Strelitzia nicolai,Garden Grove,California,9,98.4252
Schefflera actinophylla,Garden Grove,California,6,98.4252
Ficus religiosa,Garden Grove,California,3,98.4252
Quercus laurifolia,Baltimore,Maryland,2,98.4252
Pinus peuce,Baltimore,Maryland,4,98.4252
Quercus phellos,San Jose,California,3,98.4252
Bambusa vulgaris,Tampa,Florida,3,98.4252
Chitalpa tashkentensis,Garden Grove,California,12,98.4252
Melaleuca linariifolia,Garden Grove,California,3,98.4252
Quercus imbricaria,Oklahoma City,Oklahoma,3,98.4252
Pseudobombax ellipticum,Kailua,Hawaii,6,98.4252
Ginkgo biloba,Garden Grove,California,90,98.4252
Brachychiton,Garden Grove,California,24,98.4252
Firmiana simplex,Baltimore,Maryland,4,98.4252
Alnus cordata,Garden Grove,California,9,98.4252
Juglans,Garden Grove,California,3,98.4252
Syzygium jambos,Honolulu,Hawaii,3,98.4252
Quercus douglasii,Garden Grove,California,3,98.4252
Jacaranda mimosifolia,Kailua,Hawaii,6,98.4252
Tabebuia chrysotricha,San Jose,California,3,98.4252
Syzygium paniculatum,Garden Grove,California,12,98.4252
Celtis sinensis,Garden Grove,California,6,98.4252
Punica granatum,Garden Grove,California,3,98.4252
Fraxinus oxycarpa,Santa Rosa,California,6,98.4252
Calocedrus decurrens,Garden Grove,California,6,98.4252
Laurus nobilis,Garden Grove,California,3,98.4252
Rhododendron,Baltimore,Maryland,2,98.4252
Pinus virginiana,Pittsburgh,Pennsylvania,2,98.4252
Triadica sebifera,Garden Grove,California,3,98.4252
Pithecellobium dulce,Garden Grove,California,6,98.4252
Magnolia champaca,Garden Grove,California,3,98.4252
Lagunaria patersonii,San Jose,California,3,98.4252
Casimiroa edulis,Garden Grove,California,3,98.4252
Erythrina crista-galli,Garden Grove,California,6,98.4252
Pittosporum viridiflorum,Garden Grove,California,6,98.4252
Lagunaria patersonii,Garden Grove,California,9,98.4252
Acer buergerianum,Garden Grove,California,3,98.4252
Viburnum tinus,Garden Grove,California,6,98.4252
Castanea dentata,Baltimore,Maryland,4,98.4252
Hibiscus rosa-sinensis,Garden Grove,California,3,98.4252
Pittosporum rhombifolium,Garden Grove,California,21,98.4252
Eucalyptus grandis,Garden Grove,California,6,98.4252
Maytenus boaria,Garden Grove,California,9,98.4252
Zanthoxylum clava-herculis,Tampa,Florida,3,98.4252
Phoenix rupicola,Garden Grove,California,6,98.4252
Pittosporum floribundum,Garden Grove,California,3,98.4252
Acacia baileyana,Garden Grove,California,3,98.4252
Prosopis,Garden Grove,California,3,98.4252
Litchi chinensis,Garden Grove,California,3,98.4252
Abies fraseri,Pittsburgh,Pennsylvania,2,98.4252
Roystonea regia,Garden Grove,California,15,98.42519999999999
Acer negundo,Baltimore,Maryland,536,98.22932895522388
Casuarina stricta,San Jose,California,36,98.15179666666667
Cocos nucifera,Honolulu,Hawaii,1905,97.98086576377953
Fraxinus americana,Oklahoma City,Oklahoma,108,97.87839333333334
Catalpa speciosa,Sioux Falls,South Dakota,597,97.81519457286431
Ulmus americana,Tampa,Florida,150,97.8018404
Phoenix canariensis,Tampa,Florida,771,97.41669276264592
Ailanthus altissima,Baltimore,Maryland,1200,97.11833206666667
Salix babylonica,San Jose,California,441,97.0414443537415
Quercus palustris,Sioux Falls,South Dakota,141,96.95929276595744
Callistemon pallidus,Garden Grove,California,510,96.68828470588237
Cassia fistula,Kaneohe,Hawaii,81,96.60251111111111
Phoenix,Honolulu,Hawaii,42,96.55043428571429
Gleditsia triacanthos,San Jose,California,12102,96.33299352999505
Bauhinia purpurea,Garden Grove,California,282,96.33104680851065
Melaleuca quinquenervia,Kaneohe,Hawaii,180,96.292654
Koelreuteria bipinnata,San Jose,California,1458,96.20421983539096
Filicium decipiens,Kaneohe,Hawaii,231,96.16695948051948
Quercus nigra,Seffner,Florida,12,95.96457
Larix decidua,Baltimore,Maryland,16,95.96457
Quercus velutina,Baltimore,Maryland,296,95.85373081081082
Robinia pseudoacacia,Pittsburgh,Pennsylvania,1374,95.76996413391558
Liquidambar styraciflua,Austin,Texas,21,95.61305142857142
Triadica sebifera,Austin,Texas,75,95.5380608
Platanus occidentalis,San Jose,California,9,95.14436
Fraxinus velutina,Austin,Texas,6,95.14436
Juglans,Santa Rosa,California,18,95.14436
Sequoiadendron giganteum,Huntington Beach,California,15,95.14436
Persea americana,Garden Grove,California,126,94.91001428571428
Quercus rubra,San Jose,California,2061,94.89602858806404
Quercus falcata,Baltimore,Maryland,330,94.70691466666666
Prunus serotina,Tampa,Florida,852,94.69959823943663
Melaleuca quinquenervia,Kailua,Hawaii,120,94.65223399999999
Catalpa speciosa,San Jose,California,255,94.64258447058823
Juniperus chinensis 'Torulosa',Garden Grove,California,156,94.63961538461538
Pinus sylvestris,San Jose,California,63,94.5194380952381
Tilia americana,Baltimore,Maryland,2888,94.45138479224377
Pyrus calleryana,Baltimore,Maryland,9494,94.43317728249421
Ficus religiosa,Honolulu,Hawaii,9,94.05074666666667
Betula nigra,Sioux Falls,South Dakota,171,93.7053950877193
Lagerstroemia speciosa,Kaneohe,Hawaii,96,93.60646625
Pinus ponderosa,Oklahoma City,Oklahoma,291,93.55467463917526
Catalpa speciosa,Baltimore,Maryland,238,93.46258487394958
Phoenix sylvestris,Tampa,Florida,81,93.4431837037037
Calocedrus decurrens,San Jose,California,645,93.43527125581396
Styphnolobium japonicum,Baltimore,Maryland,2952,93.40169159891597
Cassia nealiae,Waipahu,Hawaii,81,93.32167111111112
Quercus coccinea,San Jose,California,150,93.3070896
Schinus molle,San Jose,California,3333,93.27803157515753
Acer saccharum,San Jose,California,42,93.26959428571429
Roseodendron donnell-smithii,Honolulu,Hawaii,186,93.23935612903227
Platanus acerifolia,Santa Rosa,California,261,93.22110896551723
Populus sargentii,Albuquerque,New Mexico,15,93.17585600000001
Tabebuia heterophylla,Kaneohe,Hawaii,435,93.0627235862069
Xylosma,Garden Grove,California,255,93.02146352941176
Acer freemanii,Sioux Falls,South Dakota,14799,93.01743392661666
Quercus imbricaria,Baltimore,Maryland,304,92.98591263157896
Celtis chinensis,San Jose,California,9,92.95713333333333
Tabebuia,Honolulu,Hawaii,18,92.95713333333333
Robinia ambigua,San Jose,California,1764,92.92923503401362
Styphnolobium japonicum,Albuquerque,New Mexico,105,92.89464114285715
Picea abies,Pittsburgh,Pennsylvania,496,92.52497967741935
Ginkgo biloba,San Jose,California,15549,92.1474205865329
Acer freemanii,Oklahoma City,Oklahoma,138,92.07748782608697
Quercus shumardii,Baltimore,Maryland,408,92.04042803921568
Albizia julibrissin,Tampa,Florida,36,92.00022166666666
Maclura pomifera,Albuquerque,New Mexico,15,91.86352000000001
Wodyetia bifurcata,Garden Grove,California,30,91.86352000000001
Magnolia macrophylla,Baltimore,Maryland,2,91.86352
Fraxinus ornus,Sioux Falls,South Dakota,3,91.86352
Manilkara zapota,Honolulu,Hawaii,3,91.86352
Magnolia macrophylla,Tampa,Florida,3,91.86352
Crataegus mollis,Baltimore,Maryland,2,91.86352
Falcataria moluccana,Honolulu,Hawaii,3,91.86352
Robinia pseudoacacia,Albuquerque,New Mexico,39,91.86352
Cupressus leylandii,Albuquerque,New Mexico,36,91.59011666666667
Ceratonia siliqua,San Jose,California,5064,91.45827406398104
Trachycarpus fortunei,Garden Grove,California,42,91.39482857142858
Chitalpa tashkentensis,Albuquerque,New Mexico,18,91.31671333333333
Grevillea robusta,Tampa,Florida,9,91.31671333333333
Cedrus deodara,Albuquerque,New Mexico,102,91.18805294117647
Brahea edulis,Garden Grove,California,27,91.13444444444445
Acer saccharum,Baltimore,Maryland,5446,91.01168236503857
Pseudotsuga menziesii,San Jose,California,96,90.94078375
Ginkgo biloba,Baltimore,Maryland,3256,90.86999781326782
Ailanthus altissima,Austin,Texas,39,90.85403076923077
Prunus caroliniana,Garden Grove,California,39,90.85403076923077
Quercus lobata,San Jose,California,4587,90.77348290385872
Chrysophyllum oliviforme,Kaneohe,Hawaii,213,90.75450366197182
Triadica sebifera,San Jose,California,6510,90.68347593548387
Broussonetia papyrifera,Tampa,Florida,12,90.63320499999999
Picea pungens,Sioux Falls,South Dakota,3870,90.61985274418605
Prunus avium,Pittsburgh,Pennsylvania,24,90.49650333333334
Acer rubrum,Baltimore,Maryland,25820,90.34330428505035
Ficus benjamina,Kaneohe,Hawaii,45,90.33246133333333
Cupressus,San Jose,California,63,90.30121523809524
Juglans regia,Pittsburgh,Pennsylvania,8,90.2231
Juglans regia,Baltimore,Maryland,8,90.2231
Acer truncatum,Baltimore,Maryland,4,90.2231
Sorbus americana,Pittsburgh,Pennsylvania,4,90.2231
Erythrina caffra,Garden Grove,California,18,90.2231
Acer negundo,San Jose,California,453,90.19050887417218
Ficus microcarpa,Honolulu,Hawaii,534,89.7807395505618
Acer platanoides,Pittsburgh,Pennsylvania,7414,89.68809385486917
Geijera parviflora,San Jose,California,3192,89.68657165413534
Caesalpinia ferrea,Honolulu,Hawaii,9,89.67629333333333
Cedrus atlantica,Baltimore,Maryland,42,89.67629333333333
Citharexylum spinosum,Kailua,Hawaii,36,89.67629333333333
Betula nigra,Oklahoma City,Oklahoma,84,89.52006285714285
Cassia fistula,Honolulu,Hawaii,453,89.51695894039734
Pinus serotina,Baltimore,Maryland,30,89.45757066666667
Pyrus calleryana,Oklahoma City,Oklahoma,789,89.35610996197718
Melia azedarach,Tampa,Florida,33,89.32832545454546
Pinus,San Jose,California,1038,89.2891036416185
Ailanthus altissima,Pittsburgh,Pennsylvania,434,89.12696682027651
Calophyllum inophyllum,Kailua,Hawaii,369,89.06280292682926
Cassia fistula,Kailua,Hawaii,156,88.89814538461539
Quercus palustris,San Jose,California,462,88.83832987012987
Sapindus drummondii,Oklahoma City,Oklahoma,195,88.7341033846154
Radermachera sinica,San Jose,California,39,88.58268000000001
Macadamia integrifolia,Garden Grove,California,15,88.58268000000001
Cunninghamia lanceolata,Baltimore,Maryland,6,88.58268
Quercus velutina,Oklahoma City,Oklahoma,3,88.58268
Fraxinus ornus,San Jose,California,15,88.58268
Chilopsis linearis,Garden Grove,California,15,88.58268
Hesperocyparis,San Jose,California,6,88.58268
Yucca gloriosa,Garden Grove,California,30,88.58268
Pinus thunbergii,Albuquerque,New Mexico,3,88.58268
Juniperus virginiana,Sioux Falls,South Dakota,414,88.41626057971014
Cassia nealiae,Kaneohe,Hawaii,462,88.41224675324675
Picea pungens,Baltimore,Maryland,480,88.2956065
Olea,Garden Grove,California,87,88.2432827586207
Platanus occidentalis,Pittsburgh,Pennsylvania,466,87.93496051502146
Picea pungens,Pittsburgh,Pennsylvania,942,87.92790513800423
Cassia nealiae,Honolulu,Hawaii,1602,87.90685153558053
Platycladus orientalis,Garden Grove,California,279,87.84184516129032
Cupressus sempervirens,San Jose,California,21612,87.77340006107718
Taxodium distichum,San Jose,California,24,87.76247000000001
Bauhinia,Kaneohe,Hawaii,30,87.598428
Populus tremuloides,Sioux Falls,South Dakota,432,87.03339444444444
Pinus edulis,Albuquerque,New Mexico,42,86.94226
Broussonetia papyrifera,San Jose,California,6,86.94225999999999
Salix babylonica,Oklahoma City,Oklahoma,12,86.94225999999999
Ulmus,Albuquerque,New Mexico,312,86.87916692307692
Melaleuca quinquenervia,Honolulu,Hawaii,195,86.76559938461538
Tabebuia,Kaneohe,Hawaii,27,86.75999111111112
Salix,San Jose,California,447,86.22664053691275
Fraxinus nigra,Sioux Falls,South Dakota,540,86.14027688888889
Tabebuia heterophylla,Kailua,Hawaii,1116,86.12205
Bauhinia,Kailua,Hawaii,12,86.12205
Celtis sinensis,San Jose,California,7068,86.00298725806451
Carya ovata,Baltimore,Maryland,52,85.68039846153846
Betula pendula,San Jose,California,7386,85.65764190089358
Tabebuia heterophylla,Honolulu,Hawaii,1263,85.63693767220903
Pinus nigra,Sioux Falls,South Dakota,1494,85.58512538152611
Pinus contorta,San Jose,California,90,85.52056266666668
Quercus ellipsoidalis,Baltimore,Maryland,30,85.52056266666666
Koelreuteria paniculata,San Jose,California,2364,85.5183421319797
Persea borbonia,San Jose,California,15,85.30184000000001
Mimusops caffra,Honolulu,Hawaii,51,85.30184
Juniperus scopulorum,Albuquerque,New Mexico,12,85.30184
Liquidambar orientalis,Baltimore,Maryland,4,85.30184
Pseudolarix amabilis,Baltimore,Maryland,4,85.30184
Tilia americana,San Jose,California,54,85.30184
Phoenix dactylifera,Tampa,Florida,153,85.23750980392157
Quercus phellos,Baltimore,Maryland,6072,85.2089044795784
Ulmus,Oklahoma City,Oklahoma,54,85.11957111111111
Acer rubrum,Sioux Falls,South Dakota,2967,85.06630952477249
Salix,Oklahoma City,Oklahoma,123,84.98175804878049
Sorbus americana,Sioux Falls,South Dakota,42,84.83314857142857
Pyrus calleryana,San Jose,California,28845,84.62741667602704
Quercus macrocarpa,San Jose,California,129,84.61515255813954
Thespesia populnea,Kailua,Hawaii,42,84.59880285714286
Acer negundo,Albuquerque,New Mexico,81,84.57276444444445
Pinus eldarica,Albuquerque,New Mexico,78,84.54472307692308
Filicium decipiens,Kailua,Hawaii,531,84.48626395480227
Kigelia africana,Honolulu,Hawaii,48,84.48163
Ficus,Honolulu,Hawaii,129,84.38625674418604
Tipuana tipu,Garden Grove,California,63,84.36445714285713
Terminalia catappa,Honolulu,Hawaii,72,84.20822666666668
Aesculus hippocastanum,Baltimore,Maryland,726,84.19015041322314
Betula papyrifera,Sioux Falls,South Dakota,57,84.09310947368421
Quercus virginiana,Austin,Texas,2370,84.06010435443038
Pittosporum arborescens,Kailua,Hawaii,15,83.989504
Syzygium cumini,Honolulu,Hawaii,15,83.989504
Ulmus parvifolia,Tampa,Florida,1212,83.82789826732673
Acacia confusa,Honolulu,Hawaii,693,83.753738008658
Bauhinia blakeana,Kaneohe,Hawaii,63,83.73953523809524
Cassia grandis,Kaneohe,Hawaii,6,83.66142
Catalpa bignonioides,Tampa,Florida,6,83.66142
Pinus wallichiana,Baltimore,Maryland,12,83.66142
Quercus macrocarpa,Albuquerque,New Mexico,114,83.66141999999999
Cassia nealiae,Kailua,Hawaii,657,83.59400547945205
Quercus suber,San Jose,California,3726,83.55971924315621
Pinus taeda,Oklahoma City,Oklahoma,429,83.53523384615384
Acer freemanii,Baltimore,Maryland,4416,83.5113453442029
Cryptomeria japonica,Baltimore,Maryland,108,83.35763851851853
Tilia mongolica,Baltimore,Maryland,40,83.16929400000001
Fraxinus americana,San Jose,California,4398,83.15564248294679
Alnus,San Jose,California,18,83.11461333333334
Tilia,Sioux Falls,South Dakota,354,82.96632677966102
Albizia lebbeck,Tampa,Florida,33,82.91577454545454
Morus alba,Sioux Falls,South Dakota,480,82.90272575
Magnolia grandiflora,San Jose,California,21228,82.85720618145845
Quercus nigra,Pittsburgh,Pennsylvania,8,82.84121
Lagerstroemia indica,Kaneohe,Hawaii,387,82.83485178294573
Archontophoenix alexandrae,Honolulu,Hawaii,75,82.8084016
Fraxinus berlandieriana,Austin,Texas,51,82.79296235294119
Handroanthus ochraceus,Kaneohe,Hawaii,30,82.677168
Acer,Albuquerque,New Mexico,15,82.677168
Zelkova serrata,Baltimore,Maryland,13532,82.62518661543008
Celtis occidentalis,Albuquerque,New Mexico,90,82.56780666666667
Bauhinia blakeana,Honolulu,Hawaii,153,82.47131137254902
Salix babylonica,Baltimore,Maryland,62,82.33850064516129
Calophyllum inophyllum,Kaneohe,Hawaii,33,82.31925818181818
Salix alba,Sioux Falls,South Dakota,99,82.31925818181818
Caryota mitis,Tampa,Florida,15,82.1522336
Ulmus crassifolia,Austin,Texas,2493,82.08416900120338
Tilia tomentosa,Baltimore,Maryland,1366,82.05462500732065
Phellodendron amurense,Baltimore,Maryland,420,82.03662304761905
Ficus lyrata,Garden Grove,California,9,82.02100000000002
Juniperus chinensis,Garden Grove,California,18,82.02100000000002
Prunus avium,Garden Grove,California,9,82.02100000000002
Juglans regia,Garden Grove,California,9,82.02100000000002
Erythrina coralloides,Garden Grove,California,9,82.02100000000002
Annona cherimola,Garden Grove,California,9,82.02100000000002
Tipuana tipu,San Jose,California,6,82.021
Kalopanax pictus,Baltimore,Maryland,2,82.021
